['companyname ', 'ООО\xa0Стрим'];['position ', 'Системный аналитик (Smart Wearables)'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/45524764?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'ООО\xa0Группа компаний Современные транспортные технологии'];['position ', 'Бизнес аналитик по внедрению цифровых сервисов'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/46096270?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'Лига Цифровой Экономики'];['position ', 'Системный аналитик'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/46090795?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'Luxoft'];['position ', 'System analyst \\ системный аналитик'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/46060323?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва, Октябрьское поле']
['companyname ', 'Лига Цифровой Экономики'];['position ', 'Ведущий аналитик/Team leader analytics'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/46066660?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'Netcracker Technology Corp.'];['position ', 'Big Data Developer'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/46060289?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва, Павелецкая']
['companyname ', 'Зест-персонал'];['position ', 'Tech lead команды разработчиков (backend dev, Python)'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/45413192?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'АО\xa0НПК РоТеК'];['position ', 'Solution-архитектор (IT-архитектор)'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/42761023?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'ООО\xa0Стрим'];['position ', 'Системный аналитик (МТС Умный дом)'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/45435639?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'IBS'];['position ', 'Руководитель направления DWH'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/46076435?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'ООО\xa0ИК СИБИНТЕК'];['position ', 'Java-разработчик'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/45567039?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва, Тимирязевская']
['companyname ', 'Diamond Personnel R&C'];['position ', 'Эксперт (Data analyst/data engineer)'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/43840347?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'Сбер для экспертов'];['position ', 'Data Engineer (Управление противодействия кибермошенничеству)'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/46019468?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'Самокат (ООО Умное пространство)'];['position ', 'Senior Data Developer'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/41923055?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'Luxoft'];['position ', 'Младший системный аналитик/Системный аналитик'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/45924037?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва, Октябрьское поле']
['companyname ', 'ЛАНИТ- Интеграция'];['position ', 'Архитектор систем мониторинга ИТ-инфраструктуры и приложений'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/45986233?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'X5 RETAIL GROUP'];['position ', 'Senior Java developer (проект Ассортимент ТСX)'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/45992863?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва, Парк культуры']
['companyname ', 'Ventra'];['position ', 'Senior backend developer (Java, Kotlin)'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/45957783?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'ООО\xa0Стрим'];['position ', 'Android-разработчик (МТС Launcher)'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/45957211?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'Сбер для экспертов'];['position ', 'Data engineer (BigData и ML)'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/43524848?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'Т1 Интеграция'];['position ', 'Администратор Linux Биг Дата'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/42996489?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'Почтовые технологии'];['position ', 'Ведущий Тестировщик направления BigData'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/45376476?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'ООО\xa0РАБЛЗ'];['position ', 'Sales Manager'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/45972024?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'РУСАЛ, Центр подбора персонала'];['position ', 'Начальник отдела аудита корпоративных процессов'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/45913677?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'ООО\xa0Стрим'];['position ', 'Системный аналитик (МТС Вторая память)'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/45879719?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'Wanted'];['position ', 'Java developer'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/45919659?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'Т1 Консалтинг'];['position ', 'Стажер-разработчик Scala'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/45905713?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'ООО\xa0РАБЛЗ'];['position ', 'Customer Success Manager (Банки, Телеком, Ритейл)'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/46011505?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'ООО\xa0Юнитариус'];['position ', 'DevOps инженер'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/44526084?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва, Марксистская и еще 2 ']
['companyname ', 'Группа компаний STADA'];['position ', 'Finance analyst'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/45991288?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'IBS'];['position ', 'DevOps инженер'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/45926570?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'ПАО\xa0«МТС» '];['position ', 'Руководитель группы развития и поддержки продуктов Стрим (онлайн площадки)'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/45914384?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва, Марксистская']
['companyname ', 'Сбер для экспертов'];['position ', 'Java разработчик'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/45874749?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
['companyname ', 'Иннотех, Группа компаний'];['position ', 'Fullstack developer (react+node)'];['minsalary ', None];['maxsalary ', None];['currency ', None];['vacancyurl ', 'https://hh.ru/vacancy/45895861?from=vacancy_search_result&query=bigdata'];['placecompany ', 'Москва']
